NOME_MUNICIPIO [-],CODIGO [-],GENTILICO [-],PREFEITO [2017],AREA - AREA [2018],POPESTIMADA - POPESTIMADA [2018],DENSIDADE - DENSIDADE [2010],ESCOLARIZACAO - PORCENTO [2010],IDHM [2010],MORTALIDADE - MORTALIDADE [2014],RECEITAS - REAL_MIL [2017],DESPESAS - REAL_MIL [2017],PIB - REAL [2016],
São Geraldo do Baixio,3161650,baixiense,WELLERSON VALÉRIO MOREIRA,280.954,3963,12.41,97.4,0.63,51.28,13353.29092,12440.47885,10213.91,
São Gonçalo do Abaeté,3161700,são-gonçalense,JOÃO PAULINO RODRIGUES NETO,2692.171,6923,2.33,98.2,0.67,17.54,26983.09832,23265.21676,30603.08,
São Gonçalo do Pará,3161809,são-gonçalense,ANTONIO ANDRE NASCIMENTO GUIMARAES,265.73,12218,39.13,98,0.689,7.14,29284.15911,28812.41954,14996.48,
São Gonçalo do Rio Abaixo,3161908,são-gonçalense,ANTÔNIO CARLOS NORONHA BICALHO,363.828,10818,26.87,98.7,0.667,14.39,171746.3666,140763.2457,179339.36,
São Gonçalo do Sapucaí,3162005,são-gonçalense,ELOI RADIN ALLERAND,516.683,25332,46.27,98.8,0.715,2.86,52302.43308,48705.18978,24946.61,
São Gotardo,3162104,são-gotardense,SEIJI EDUARDO SEKITA,866.087,35145,36.74,96.3,0.736,6.75,76324.71233,71900.25026,20738.29,
São João Batista do Glória,3162203,gloriense,APARECIDA NILVA DOS SANTOS,547.908,7407,12.57,97.9,0.724,-,31025.27197,29129.09605,16408.19,
São João da Lagoa,3162252,lagoano,CARLOS ALBERTO MOTA DIAS,998.015,4896,4.67,98.9,0.634,-,16886.02849,14018.3314,8740.72,
São João da Mata,3162302,são-joanense-da-mata,DENIZE VILHENA BORGES SILVA,120.536,2753,22.66,93.3,0.653,45.45,12815.64102,11700.74588,14395.25,
São João da Ponte,3162401,pontense,DANILO WAGNER VELOSO,1851.102,25235,13.7,98,0.569,6.92,56946.12445,55698.03662,7421.55,
São João das Missões,3162450,missionense,JOSE NUNES DE OLIVEIRA,678.274,12899,17.27,90.8,0.529,17.24,26487.69599,26230.14643,5446.6,
São João del Rei,3162500,são-joanense,NIVALDO JOSE DE ANDRADE,1452.002,89653,57.68,99.1,0.758,17.88,217915.6285,200862.0138,20401.06,
São João do Manhuaçu,3162559,sanjoanense,SERGIO LÚCIO CAMILO,143.096,11440,71.6,96.7,0.65,12.2,25511.03356,22878.12035,14728.4,
São João do Manteninha,3162575,manteniense,GENTIL PEREIRA MENDONÇA,137.928,5798,37.61,96.6,0.64,-,18660.11362,14431.19902,11095.53,
São João do Oriente,3162609,são-joanense,JOAQUIM COELHO DA SILVA,120.122,7553,65.55,96.5,0.648,-,18336.14205,16293.92032,9960.52,
São João do Pacuí,3162658,pacuíense,ARISMAR ARAÚJO BARBOSA,415.922,4389,9.76,98.7,0.625,-,15087.29717,13732.71118,8082.58,
São João do Paraíso,3162708,paraisense,MÔNICA CRISTINE MENDES DE SOUSA,1925.575,23524,11.59,97.2,0.615,14.65,36929.53184,34198.33972,8051.18,
São João Evangelista,3162807,evangelistano,PEDRO DE QUEIROZ BRAGA,478.183,15781,32.53,96.2,0.638,19.32,34624.42999,31903.51488,10971.27,
São João Nepomuceno,3162906,são-joanense,ERNANDES JOSE DA SILVA,407.427,26272,61.5,97,0.708,15.92,59971.15156,50927.53864,14289.5,
São Joaquim de Bicas,3162922,sanjoaquimbiquense,ANTONIO AUGUSTO RESENDE MAIA,71.758,30989,356.88,95.7,0.662,16.87,65084.58831,62252.10589,19149.88,
São José da Barra,3162948,são josé barrense,PAULO SERGIO LEANDRO DE OLIVEIRA,314.253,7371,21.57,99.2,0.739,28.57,28593.6536,27194.23969,76908.93,
São José da Lapa,3162955,lapense,DIEGO ALVARO DOS SANTOS SILVA,47.93,23385,413.08,98.5,0.729,12.42,62391.25427,57267.94144,20394.47,
São José da Safira,3163003,safirense,ANTONIO LACERDA FILHO,213.881,4255,19.05,95.5,0.583,18.18,20416.05364,16682.29026,8957.83,
São José da Varginha,3163102,varginense-de-são-josé,VANDEIR PAULINO DA SILVA,205.501,4927,20.43,98.4,0.704,-,17671.67739,13091.8561,18039.62,
São José do Alegre,3163201,alegrense,JOSÉ CARLOS DA SILVA,88.794,4183,45,99.1,0.717,17.86,14623.96224,13188.04477,9335.69,
São José do Divino,3163300,são-josé-divinense,MARCOS ROGERIO DA SILVA,328.704,3865,11.66,97.7,0.658,-,15842.51284,14024.82525,9967.19,
São José do Goiabal,3163409,goiabalense,JOSE ROBERTO GARIFF GUIMARAES,189.578,5454,30.55,98.8,0.666,-,15645.84829,14732.02072,9207.67,
São José do Jacuri,3163508,jacuriense,CLAUDIO JOSE SANTOS ROCHA,345.146,6477,18.99,95.8,0.566,18.87,19054.51281,16384.59783,9511.69,
São José do Mantimento,3163607,mantimentense,CLEBER DA MATA SABINO,54.701,2775,47.38,95.8,0.657,-,13001.65486,12680.89818,10391.02,
São Lourenço,3163706,são-lourenciano,CELIA SHIGUEMATSU CAVALCANTI FREITAS LIM,58.019,45488,717.99,98.3,0.759,3.58,147525.2963,137682.3129,20315.79,
São Miguel do Anta,3163805,são-miguelense,WAGNER DAMIÃO,152.111,6933,44.44,98.5,0.644,-,17831.28522,15368.31821,10384.27,
São Pedro da União,3163904,são-pedrense,CUSTODIO RIBEIRO GARCIA,260.827,4709,19.32,96.2,0.674,25,17529.06787,14496.48203,20456.13,
São Pedro dos Ferros,3164001,ferrense,NEWTON GABRIEL AVELAR,402.739,7858,20.75,97.3,0.659,11.9,17776.64188,15231.95253,13667.96,
São Pedro do Suaçuí,3164100,são-pedrense,RICARDO ARAUJO SOUZA,308.106,5291,18.08,96.9,0.622,18.52,16105.15783,14081.95116,10474.76,
São Romão,3164209,são-romano,MARCELO MEIRELES DE MENDONÇA,2434.004,12139,4.22,97.4,0.64,46.51,26859.10115,23801.28935,14992.88,
São Roque de Minas,3164308,são-roquense,ROLDAO DE FARIA MACHADO,2098.867,7026,3.19,98,0.672,18.18,23208.55225,22611.17045,27196.38,
São Sebastião da Bela Vista,3164407,bela-vistense,AUGUSTO HART FERREIRA,167.428,5455,29.6,97.6,0.692,12.66,21268.22069,18854.03613,47786.48,
São Sebastião da Vargem Alegre,3164431,são sebastião vargem alegrense,CLAUDIOMIR JOSE MARTINS VIEIRA,73.629,2991,38,97.7,0.66,32.26,16613.15996,14125.55814,16990.42,
São Sebastião do Anta,3164472,antense,JOÃO BATISTA VINHA,80.618,6479,71.19,98.4,0.607,20,17233.06927,16549.01414,8372.73,
São Sebastião do Maranhão,3164506,maranhense,AGUINALDO TIMOTE FERREIRA BESSA,517.83,10129,20.56,96,0.581,9.35,20752.20609,19116.88992,6587.8,
São Sebastião do Oeste,3164605,sebastianense,BELARMINO LUCIANO LEITE,408.09,6684,14.22,97.3,0.626,-,34814.55318,25357.27354,43501.79,
São Sebastião do Paraíso,3164704,paraisense,WALKER AMERICO OLIVEIRA,814.925,70450,79.74,97.8,0.722,16.39,187863.053,180956.6738,23236.56,
São Sebastião do Rio Preto,3164803,são-sebastianense,SEBASTIAO EXPEDITO QUINTAO DE ALMEIDA,128.002,1520,12.6,95.9,0.632,-,11215.93404,9365.67823,11390.85,
São Sebastião do Rio Verde,3164902,rio-verdense,SANDRO LISBOA MARTINS,90.848,2231,23.23,98.8,0.676,34.48,12883.91577,11620.58625,11075.41,
São Tiago,3165008,são-tiaguense,DENILSON SILVA REIS,572.4,10922,18.45,97,0.662,8.7,25227.02233,20751.69086,14683.27,
São Tomás de Aquino,3165107,aquinense,JOSE CARLOS PIMENTA,277.928,7042,25.52,97.6,0.7,10.2,22196.75449,19934.32606,20699.68,
São Thomé das Letras,3165206,são-tomeense,MARISA MACIEL DE SOUZA,369.747,7056,18,98,0.667,-,16805.59751,15714.72222,13985.07,
São Vicente de Minas,3165305,vicenciano,JACINTO ALAIR DE PAULA,392.651,7687,17.85,97.6,0.715,21.74,19848.51173,16788.17759,18865.71,
Sapucaí-Mirim,3165404,sapucaiense,JEFFERSON BENEDITO RENNO,285.073,6869,21.89,98.2,0.68,12.5,18757.80355,16250.30968,13228.84,
Sardoá,3165503,sardoense,JOSE ANTONIO COELHO,141.904,6236,39.42,97.3,0.636,23.26,17628.89348,13360.74022,9360.47,
Sarzedo,3165537,sarzedense,MARCELO PINHEIRO DO AMARAL,62.134,32069,415.46,99,0.734,4.05,106651.1793,91991.12062,25413.31,
Setubinha,3165552,setubinhense,WARLEM ANTONIO JOSE BARBOSA,534.655,12134,20.36,95.1,0.542,18.07,22364.07646,21699.77833,6038.86,
Sem-Peixe,3165560,sempeixiano,DOMINGOS SAVIO DE MIRANDA PAIVA,176.634,2661,16.12,99.7,0.654,-,12857.08414,11836.00156,10467.89,
Senador Amaral,3165578,amaralense,ADEMILSON LOPES DA SILVEIRA,151.097,5352,34.54,98.9,0.661,34.48,17327.3041,14734.43624,10843.09,
Senador Cortes,3165602,senador-cortense,PEDRO PAULO DOS SANTOS,98.336,2007,20.22,99.3,0.674,58.82,13341.09759,12153.05676,11587.01,
Senador Firmino,3165701,firminense,ANTÔNIO DONIZETI DURSO,166.495,7764,43.42,93.6,0.644,-,20828.31999,18741.43026,9251.77,
Senador José Bento,3165800,senabentense,FERNANDO CESAR FERNANDES,93.892,1545,19.9,100,0.684,-,12073.60053,10769.96846,15993.87,
Senador Modestino Gonçalves,3165909,modestinense,VALMIR JOSÉ GUIMARÃES,952.055,4209,4.8,98.7,0.62,-,16222.07621,14318.00812,8585.38,
Senhora de Oliveira,3166006,oliveirense,RICARDO SILVINO RODRIGUES MILAGRES,170.749,5786,33.28,96,0.631,16.39,16781.31465,15740.97866,11870.23,
Senhora do Porto,3166105,portuense,JOSÉ DE AGUIAR MOURÃO SOBRINHO,381.328,3527,9.17,97.7,0.565,21.28,15775.7016,13988.42704,9677.77,
Senhora dos Remédios,3166204,remediense,DENILSON JOSE RODRIGUES RESENDE,237.815,10451,42.87,97.4,0.626,-,19221.03346,17431.38785,8343.82,
Sericita,3166303,sericitense,MARILDA ENI COELHO REIS,166.012,7319,42.94,93.9,0.56,-,18277.07291,18068.00345,11404.38,
Seritinga,3166402,seritinguense,MARCO ANTONIO MANSUR MOREIRA,114.769,1848,15.59,97.4,0.66,-,13292.72922,11009.2207,17788.9,
Serra Azul de Minas,3166501,serra-azulense,LEONARDO DO CARMO COELHO,218.595,4293,19.31,90.8,0.557,48.78,14155.52592,11750.26831,7237.23,
Serra da Saudade,3166600,serrano-saudalense,ALAOR JOSE MACHADO,335.659,786,2.43,96.5,0.677,-,13396.82615,12774.54748,21965.89,
Serra dos Aimorés,3166709,serrense,IRAN PACHECO CORDEIRO,213.574,8685,39.39,97.5,0.651,11.11,18271.71891,14965.3523,10987.21,
Serra do Salitre,3166808,serralitrense,PAULO GIOVANI SILVEIRA DE MELO,1295.272,11493,8.14,97.2,0.696,-,46777.66783,37925.87372,35630.68,
Serrania,3166907,serraniense,LUIZ GONZAGA RIBEIRO NETO,209.27,7670,36.04,96.2,0.677,48.08,20684.43174,18696.78968,15407.7,
Serranópolis de Minas,3166956,serranopolitano de minas,ELPIDIO RIBEIRO NETO,551.954,4752,8.02,99.3,0.633,19.23,16000.8826,14360.17456,6706.58,
Serranos,3167004,serranense,JOSE DA CUNHA VASCONCELOS FILHO,213.173,1970,9.36,97.1,0.643,-,14671.1887,12387.15762,13577.18,
Serro,3167103,serrano,GUILHERME SIMOES NEVES,1217.813,20993,17.11,97.9,0.656,11.28,41371.35969,35720.65236,10244.46,
Sete Lagoas,3167202,sete-lagoano,LEONE MACIEL FONSECA,536.644,237286,398.32,98.6,0.76,9.7,653998.9428,601259.9019,31042.95,
Silveirânia,3167301,silveiranense,JANIO DAVID LAMAS,157.456,2258,13.92,94.5,0.652,43.48,12570.59233,10655.40001,10843.11,
Silvianópolis,3167400,silvianopolense,VITOR NERY DE MORAIS,312.166,6227,19.31,98.4,0.699,29.85,17131.71709,14617.47533,19043.77,
Simão Pereira,3167509,simonense,ANTONIO JOSE GONÇALVES DA SILVA,135.689,2612,18.7,91.8,0.638,25,17383.35482,14959.24983,21819.89,
Simonésia,3167608,simonense,LAERTE AUGUSTO DE SOUZA,486.543,19528,37.61,97.7,0.632,15.09,35526.17988,31760.27584,8922.8,
Sobrália,3167707,sobraliense,MARIA DAS NEVES BELTRAME ANDRADE,206.787,5594,28.19,98,0.631,17.86,16698.00689,18280.09297,8507.78,
Soledade de Minas,3167806,soledadense,EMERSON FERREIRA MACIEL,196.866,6112,28.83,97.1,0.697,15.38,16804.8844,15294.96283,8853.95,
Tabuleiro,3167905,tabuleirense,DAURO MARTINS VIDAL,211.084,3792,19.32,99.6,0.681,-,14642.46631,12846.86803,12562.98,
Taiobeiras,3168002,taiobeirense,DANILO MENDES RODRIGUES,1220.046,33858,25.88,98.3,0.67,4.08,68330.103,65426.87772,11799.22,
Taparuba,3168051,taparubense,JOAQUIM CARLOS DA SILVA NETO,193.082,3119,16.25,97.6,0.645,27.03,14570.58495,13582.31601,10533.41,
Tapira,3168101,tapirense,LILIANE MACHADO COSTA VENÂNCIO,1179.248,4711,3.49,97.2,0.712,30.3,49676.28838,39048.56722,119080.12,
Tapiraí,3168200,tapiraiense,LEONARDO JOSÉ DE OLIVEIRA,407.92,1879,4.59,95.7,0.667,-,13058.15195,11389.23605,24354.4,
Taquaraçu de Minas,3168309,taquaraçuense,ALCIDES HIPOLITO DA ASSUNÇAO FERREIRA FI,329.287,4055,11.52,98.8,0.651,-,16521.7331,15264.71496,11885.31,
Tarumirim,3168408,tarumirinhense,MARCILIO DE PAULA BOMFIM,731.753,14350,19.53,97.1,0.633,21.74,27872.79852,27791.70862,9436.77,
Teixeiras,3168507,teixeirense,JOSÉ DIOGO DRUMOND NETO,166.735,11650,68.1,96.5,0.675,8.62,25031.46145,23758.82411,10524.72,
Teófilo Otoni,3168606,teófilo-otonense,DANIEL BATISTA SUCUPIRA,3242.27,140235,41.56,96.6,0.701,16.96,324391.1615,328171.3582,16582.17,
Timóteo,3168705,timotense,DOUGLAS WILLKYS ALVES OLIVEIRA,144.381,89090,562.7,98.6,0.77,10.04,189151.4908,155599.4236,29862.73,
Tiradentes,3168804,tiradentino,JOSÉ ANTONIO DO NASCIMENTO,83.047,7886,83.82,98,0.74,22.22,22193.76336,17933.76334,18178.82,
Tiros,3168903,tirense,JULIO ANDRE DE OLIVEIRA,2091.774,6539,3.3,97.7,0.683,15.63,24971.36869,22941.67879,26875.34,
Tocantins,3169000,tocantinense,IEDER WASHINGTON DE OLIVEIRA,173.866,16602,91.01,98.2,0.688,20.2,36897.78768,32472.52501,16426.56,
Tocos do Moji,3169059,tocos-mogiense,ANTONIO RODRIGUES DA SILVA,114.705,4093,34.44,98.8,0.696,-,14190.29209,12045.21125,13448.44,
Toledo,3169109,toledense,EDIO DONIZETI LEME,136.776,6217,42.14,98.1,0.661,-,17170.3565,13615.83985,10463.53,
Tombos,3169208,tomboense,LUCIENE TEIXEIRA DE MORAES,285.124,8201,33.45,97.5,0.718,-,21995.48845,20891.32299,11158.37,
Três Corações,3169307,tricordiano,CLAUDIO COSME PEREIRA DE SOUZA,828.038,78913,87.88,97.7,0.744,17.71,176952.8262,157536.6396,28221.35,
Três Marias,3169356,trimariense,ADAIR DIVINO DA SILVA,2678.253,31984,10.57,98.6,0.752,13.12,107739.5731,94030.74817,46355.79,
Três Pontas,3169406,três-pontano,MARCELO CHAVES GARCIA,689.794,56546,78.08,97.8,0.731,18.23,145162.2516,125671.9706,22362.38,
Tumiritinga,3169505,tumiritinguense,JOSE PAULO BRETAS CABRAL,500.073,6698,12.58,97.5,0.626,15.15,19578.85374,18265.68122,7542.04,
Tupaciguara,3169604,tupaciguarense,CARLOS ALVES DE OLIVEIRA,1823.96,25253,13.26,97.7,0.719,-,88457.62512,70760.99478,25511.61,
Turmalina,3169703,turmalinense,CARLINHOS BARBOSA XAVIER,1153.111,19797,15.66,99.2,0.682,4.29,52078.28026,46688.30147,12146.37,
Turvolândia,3169802,turvolandense,ELIVELTO CARVALHO,221,5008,21.08,98.5,0.696,14.08,16978.15963,14965.3786,19518.34,
Ubá,3169901,ubaense,EDSON TEIXEIRA FILHO,407.452,114265,249.16,97,0.724,11.41,231684.5932,174692.8258,22023.63,
Ubaí,3170008,ubaiense,MARCO ANTONIO ANDRADE,820.524,12466,14.24,96.1,0.609,-,23303.90909,20013.83541,6898.92,
Ubaporanga,3170057,ubaporanguense,GILMAR DE ASSIS RODRIGUES,189.045,12449,63.69,96.9,0.614,22.99,22345.15494,22149.11732,9061.72,
Uberaba,3170107,uberabense,PAULO PIAU NOGUEIRA,4523.957,330361,65.43,97.7,0.772,10.26,1086838.651,977098.2845,41360.17,
Uberlândia,3170206,uberlandense,ODELMO LEÃO CARNEIRO SOBRINHO,4115.206,683247,146.78,98,0.789,10.03,2171504.121,2038217.898,48585.36,
Umburatiba,3170305,umburatibense,GILNÁDIO RODRIGUES DA SILVA,405.834,2626,6.67,98.3,0.638,23.26,13488.13908,13174.89968,10958.59,
Unaí,3170404,unaiense,JOSÉ GOMES BRANQUINHO,8448.082,83808,9.18,97.6,0.736,13.16,262630.0444,200487.9794,37603.56,
União de Minas,3170438,uniense,JOÃO DE FREITAS LEAL,1147.407,4325,3.85,97.3,0.672,17.54,18676.5864,16855.797,29636.38,
Uruana de Minas,3170479,uruanense,RONALDO FERREIRA DE MORAIS,598.221,3267,5.41,99.1,0.664,22.22,16858.33369,15737.34037,16866.74,
Urucânia,3170503,urucaniense,FREDERICO BRUM DE CARVALHO,138.792,10371,74.15,99,0.633,7.35,25516.61355,22934.36391,15684.06,
Urucuia,3170529,urucuiano,RUTILIO EUGENIO CAVALCANTI FILHO,2076.942,16547,6.55,95.6,0.619,14.29,33900.77728,31317.76675,7890.27,
Vargem Alegre,3170578,vargealegrense,NEUDMAR FERREIRA CAMPOS,116.664,6491,55.38,98.5,0.631,14.71,17043.15446,13779.64262,8366.39,
Vargem Bonita,3170602,vargiano,SAMUEL ALVES DE MATOS,409.888,2158,5.28,100,0.696,52.63,14522.92375,11427.90075,20282.38,
Vargem Grande do Rio Pardo,3170651,vargengrandense,VIRGILIO TACITO PENALVA COSTA,491.512,4987,9.63,96.8,0.634,-,15262.83758,14355.38444,8174.12,
Varginha,3170701,varginhense,ANTÔNIO SILVA,395.396,134477,311.29,97.9,0.778,8.05,417855.752,343473.492,33603.82,
Varjão de Minas,3170750,varjonense,ANTONIO PEDRO MONTEZUMA NETO,651.61,7071,9.29,99,0.711,11.49,22951.89157,25284.84901,28896.03,
Várzea da Palma,3170800,várzea-palmense,EDUARDO MONTEIRO DE MORAIS,2220.279,39173,16.13,96.9,0.666,8.11,79284.34292,69635.12749,15274.21,
Varzelândia,3170909,varzelandense,VALQUIRIA RODRIGUES CARDOSO,814.994,19335,23.46,97.1,0.594,19.23,38483.06353,36737.45237,7397.55,
Vazante,3171006,vazantino,JACQUES SOARES GUIMARAES,1913.396,20537,10.31,97.3,0.742,8.66,58512.554,47095.244,27494.32,
Verdelândia,3171030,verdelandense,WILTON LEITE MADUREIRA,1570.582,9265,5.31,95.5,0.584,42.25,20529.84617,19971.08961,9592.74,
Veredinha,3171071,veredinhense,EDILSON NUNES DE ARAUJO,631.692,5712,8.78,98,0.632,-,19276.53514,17958.01614,10532.07,
Veríssimo,3171105,verissimense,LUIZ CARLOS DA SILVA,1031.823,3951,3.38,94.4,0.667,27.78,18547.15224,15263.32091,33807.05,
Vermelho Novo,3171154,vermelhense,GERALDO JOSE DO CARMO,115.242,4832,40.69,94.3,0.612,-,14915.99542,13151.87153,11113.65,
Vespasiano,3171204,vespasianense,ILCE ALVES ROCHA PERDIGÁO,71.08,125376,1467.62,96.7,0.688,8.56,308037.9215,248759.4058,23398.53,
Viçosa,3171303,viçosense,ANGELO CHEQUER,299.418,78286,241.2,99,0.775,9.88,200954.0544,190636.4223,19391.08,
Vieiras,3171402,vieirense,ADRIANO DOS SANTOS,112.691,3629,33.11,99.2,0.668,-,14570.72247,12221.79817,11310.81,
Mathias Lobato,3171501,matiense,VALDIR BATISTA GONÇALVES,172.297,3227,19.56,96.8,0.612,28.99,15398.61097,13795.36113,9576.73,
Virgem da Lapa,3171600,virgem-lapense,DIOGÉNES TIMO SILVA,868.914,13764,15.67,92.1,0.61,16.39,28002.84322,26395.12031,7332.85,
Virgínia,3171709,virginense,CARLOS EDUARDO COSTA NEGREIROS,326.515,8685,26.41,96.9,0.651,-,21752.19209,16991.17341,13679.81,
Virginópolis,3171808,virginopolitano,BOBY CHARLES DAS DORES LEÃO,439.878,10537,24.03,98.2,0.675,8.13,27243.44879,24562.06588,12643.03,
Virgolândia,3171907,virgolandense,ARNALDO DE OLIVEIRA BRAGA,281.022,5420,20.13,98.4,0.62,15.15,16180.39857,14204.91957,8482.31,
Visconde do Rio Branco,3172004,rio-branquense,IRAN SILVA COURI,243.351,42149,155.91,97.5,0.709,8.11,95622.01006,94804.05883,25330.01,
Volta Grande,3172103,volta-grandense,JORGE LUIZ GOMES DA COSTA,205.552,5243,24.36,98,0.669,36.36,17008.37192,14355.4238,15027.25,
Wenceslau Braz,3172202,wenceslauense,GERALDO MAGELA ELOI,102.487,2558,24.91,98.3,0.678,-,12098.5477,10019.16868,9525.57,
Abaetetuba,1500107,abaetetubense,ALCIDES EUFRASIO DA CONCEIÇÃO NEGRÃO,1610.651,156292,87.61,97.7,0.628,9.25,247401.5356,223555.0396,8222.36,
Abel Figueiredo,1500131,abel-figueiredense,HILDEFONSO DE ABREU ARAÚJO,614.131,7382,11.04,97.6,0.622,-,21395.59642,19435.31111,11095.92,
Acará,1500206,acaraense,AMANDA OLIVEIRA E SILVA,4343.55,55513,12.33,92.9,0.506,18.9,115777.8542,121927.6865,14578.7,
Afuá,1500305,afuaense,ODIMAR WANDERLEY SALOMAO,8338.438,38863,4.19,88.4,0.489,12.41,83522.85742,86644.73167,8364.42,
Água Azul do Norte,1500347,agua-azulense,RENAN LOPES SOUTO,7113.955,27241,3.52,90.2,0.564,16.48,55630.6111,51091.57538,16308.05,
Alenquer,1500404,alenquerense,JURACI ESTEVAM DE SOUSA,23645.452,56480,2.23,95.6,0.564,22.08,100593.1999,100536.881,11999.45,
Almeirim,1500503,almeiriense,ADRIANE TAVARES BENTES,72954.798,34142,0.46,95.8,0.642,17.52,95112.35524,89594.72585,17706.58,
Altamira,1500602,altamirense,DOMINGOS JUVENIL NUNES DE SOUSA,159533.328,113195,0.62,93.1,0.665,21.67,292258.3932,266029.2442,22492.43,
Anajás,1500701,anajaense,MARIA JACY TABOSA BARROS,6913.64,28859,3.58,90.6,0.484,16.3,64016.24826,59048.99203,6755.12,
Ananindeua,1500800,ananindeuense,MANOEL CARLOS ANTUNES,190.451,525566,2477.55,96.7,0.718,16.31,683798.1436,622173.8445,13137.13,
Anapu,1500859,anapuense,AELTON FONSECA SILVA,11895.296,27161,1.73,94.2,0.548,29.63,72267.7892,70499.10346,11784.93,
